,nombre,direccion,telefono,correo,sitio_web,id_tarifas,id_habitaciones,id_clasificacion,id_ubicacion
345,HOTEL Y RESTAURANTE YAIR,1 CALLE Y 8 AVENIDA ZONA 1,93636011,info@hotelyair.com,www.hotelyair.com,346,346,,292.0
346,BANANA PALMS,ALDEA SAN FELIPE DE LARA,90699034,gerencia@bananapalmshotel.com,www.bananapalmshotel.com,347,347,,291.0
347,BUNGALOWS CASA DE LA IGUANA,BARRIO MARCOS SANCHEZ DIAZ DE LA PLAYA,81396702,,,348,348,,291.0
348,CAFE DE PARIS,"ALDEA FRONTERAS, RIO DULCE",51548914,cafedeparisriodulce@gmail.com,,349,349,,291.0
349,EL TORTUGAL,"MARINA TORTUGAL, LAS DELICIAS CASILLA UNICA FRONTERA, RIO DULCE",91338850,holatortugal@gmail.com,www.hotelesenriodulce.com; www.tortugal.com,350,350,,291.0
350,GIL RESORT,BARRIO CAPITANÍA ZONA 0,72302443,gilresort@yahoo.com,,351,351,,291.0
351,HACIENDA TIJAX,ALDEA FRONTERAS,14181972,info@tijax.com,www.tijax.com,352,352,,291.0
352,HOSPEDAJE JEFF,RIO DULCE,45782696,,,353,353,,291.0
353,HOTEL CASA ROSADA,BARRIO MARCOS SANCHEZ DIAZ,54073955,info@hotelcasarosada.com,www.hotelcasarosada.com,354,354,,291.0
354,HOTEL CATAMARAN,ALDEA RIO DULCE,68041401,hotelcatamaran@gmail.com,www.hotelcatamaran.com    fb: hotel catamaran,355,355,,291.0
355,HOTEL MARINA NANA JUANA,"KM. 274, CARRETERA A EL PETÉN",43732717,info@hotelmarinananajuana.com,www.hotelmarinananajuana.com,356,356,,291.0
356,HOTEL POSADA DEL RIO,"RIO DULCE, FRONTERA",92492536,,,357,357,,291.0
357,HOTEL REAL DEL RIO,BARRIO EL RELLENO RIO DULCE,24960377,zunigagilda@hotmail.com,,358,358,,291.0
358,HOTEL RESTAURANTE EL DELFIN,BARRIO MARCOS SÁNCHEZ DÍAZ,94448014,irasema.turcios@gmail.com,,359,359,,291.0
359,HOTEL RESTAURANTE Y DISCOTECA JOCELYN,"BAJO EL PUENTE, FRONTERA RIO DULCE",86857896,restaurantjocelyn@gmail.com,,360,360,,291.0
360,HOTEL RIO DULCE,FRONTERA RIO DULCE,70807273,,,361,361,,291.0
361,HOTEL SULI,"RIO DULCE, ALDEA EL RELLENO",58726807,,,362,362,,291.0
362,HOTEL VILLA CARIBE,CALLE PRINCIPAL,39854857,info@villasdeguatemala.com,www.villasdeguatemala.com,363,363,3.0,291.0
363,HOTEL VIÑAS DEL LAGO,ALDEA SAN FELIPE DE LARA,10759915,hotelvinasdlago@intelnet.net.gt,www.vinasdelago.com,364,364,,291.0
364,HOTEL Y MULTISERVICIOS COSTA GRANDE,RIO DULCE ALDEA FRONTERA,84737812,hotelcostagrande@hotmail.com,www.hotelcostagrande.com,365,365,,291.0
365,HOTEL Y RESTAURANTE SOL NACIENTE,ALDEA FRONTERA RIO DULCE BARRIO EL CENTRO,31667053,,,366,366,,291.0
366,LIVINGSTON RESORT HOTEL,BARRIO PARIS LA PLAYA,43243959,livingstonresorthotel@gmail.com,,367,367,,291.0
367,"MANSION DEL RIO HOTEL, RESORT  Y MARINA",BAHIA PARAISO RIO DULCE ALDEA SAN FELIPE DE LARA,79341966,recepcion@mansiondelrio.com.gt,@mansiondelrio    -    www.mansiondelrio.com.gt,368,368,,291.0
368,MAR MARINE SOCIEDAD ANONIMA,"ALDEA EL RELLENO, RIO DULCE",55830329,info@marmarine.com.gt; gerenciamarmarine.com.gt,www.marmarine.com.gt,369,369,,291.0
369,MINI HOTEL YAIR,ALDEA FRONTERAS RIO DULCE,93730012,,www.hotelyair.com,370,370,,291.0
370,POSADA LA FINCA,RIO TATIN BARRA LAMPARA,85366394,fincatatin@yahoo.com,www.fincatatin.com,371,371,,291.0
371,TENAMIT MAYA,ALDEA CAYO QUEMADO,90238511,mayatenamit@yahoo.com,redes sociales: @tenamitmaya,372,372,,291.0
372,DENNYS BEACH,ALDEA PUNTA BRAVA MARISCOS,67314353,,www.dennysbeach.com,373,373,,294.0
373,G BOUTIQUE HOTEL AT MARISCOS,ALDEA MARISCOS,52993463,,www.eguatemala.com,374,374,,294.0
374,HOTEL Y RESTAURANTE SANTA MONICA,"KILOMETRO 200, RUTA AL ATLANTICO",63260916,texacosantamonica@yahoo.com,,375,375,,294.0
375,HOTEL BRENDITA,"KILOMETRO 246, CARRETERA CA-13 ALDEA LA RUIDOSA",94387044,,,376,376,,293.0
376,SOL NACIENTE HOTEL & RESTAURANTE,AVENIDA SIMÓN BOLIVAR CALLE ATRÁS,30208579,otcmendizabal@yahoo.com,,377,377,,293.0
377,AMATIQUE BAY HOTEL,FINCA PICHILINGO,52430840,info@amatiquebay.net,,378,378,,290.0
378,GRAN COSTA AZUL,"COLONIA LA REPEGUA, ALDEA SANTO TOMAS DE CASTILLA",41732102,rguerra@hotelvalledorado.com,,379,379,,290.0
379,HOTEL DEL NORTE,"7A. CALLE, 1A. AVENIDA",65462635,hoteldelnorte@itelgua.com,www.sailing-diving-guatemala.com,380,380,,290.0
380,HOTEL EL CASTILLO DE PUERTO BARRIOS,13 CALLE 7 Y 8 AV,72839134,carodelcid@me.com,,381,381,,290.0
381,HOTEL EL VIAJERO,CALLE A GENOR ZONA 0 COLONIA EL MILAGRO,81703604,jeremyalexanderalarcon4@hotmail.com,,382,382,,290.0
382,HOTEL ENSENADA,4A. AVENIDA ENTRE 10 Y 11 CALLE,25017749,jose.rolando.diaz@gmail.com,,383,383,,290.0
383,HOTEL FARAMO,"AVENIDA GENERAL UBICO ENTRE 18 Y 19 CALLES,",56873021,hotelfaramo@hotmail.com,,384,384,,290.0
384,HOTEL LA PESCA,1 CALLE 4 Y 5 AVENIDA BARRIO EL RASTRO,85696807,hlapesca.pb@gmail.com,,385,385,,290.0
385,HOTEL PUERTO LIBRE,"KM. 292, CARRETERA AL ATLÁNTICO CRUCE A SANTO TOMÁS DE CASTILLA",84174246,omadrid@hotelpuertolibre.com,www.hotelpuertolibre.com,386,386,,290.0
386,HOTEL SANTA FE,8A. AVENIDA 8A. Y 9A. CALLES,92781755,hotel_santafe56@hotmail.com,,387,387,,290.0
387,HOTEL Y RESTAURANTE EL REFORMADOR,16 CALLE Y 7A. AVENIDA,92759208,hotel.elreformador@yahoo.es,www.hotelelreformador.com,388,388,,290.0
388,HOTEL Y RESTAURANTE GAVIOTA,"OCTAVA CALLE, SEPTIMA Y OCTAVA AVENIDA",15100354,hotelgaviota@yahoo.es,,389,389,,290.0
389,HOTEL Y RESTAURANTE-PUERTO BELLO-,8A. AVENIDA ENTRE 18 Y 19 CALLES,31180363,,www.hotelpuertobello.com,390,390,,290.0
390,POSADA DE DON ALONSO,VIA PRINCIPAL SANTO TOMAS DE CASTILLA CALLE A LAS ESCOBAS,70984327,oyah_77@hotmail.com,,391,391,,290.0
391,YORHANY´S HOTEL Y RESTAURANTE,ATRAS DEL VIRTIENTE COLONIA SAN MANUEL ALDEA SANTO TOMÁS DE CASTILLA,96182439,yorhanyshotel@gmail.com,fb: yorhanys hotel  -  inst: yorhanyshotel,392,392,,290.0
392,HOTEL CASA JUMAY,AVENIDA CHIPILAPA 0-45 ZONA 6,12303965,hotelcasajumay@gmail.com,,393,393,,317.0
393,HOTEL DEL VALLE,AVENIDA CHIPILAPA 4-50 ZONA 1,18094034,jldelvalle_10@yahoo.com,,394,394,,317.0
394,HOTEL Y RESTAURANTE DON JOSÉ ANTONIO,"AVENIDA CHIPILAPA ""A"" 0-64 ZONA 2",91329284,hoteldonjoseantonio@gmail.com,redes sociales: hotel y restaurante don jose antonio,395,395,,317.0
395,HOTEL Y RESTAURANTE PUENTE VIEJO,"4A. CALLE, 0-41 ZONA 5 BARRIO CHIPILAPA",87727504,"eventoshotelpuenteviejo@yahoo.com, hotelpuenteviejo@yahoo.com",www.hotelpuenteviejo.com,396,396,,317.0
396,BERNA´S HOTEL Y RESTAURANTE,LUGAR EL CIELITO CANTON ELENA,67483803,hberny@hotmail.com,,397,397,,323.0
397,HOTEL SAN PABLO,CANTON ELENA,51996204,sanpablohotel1972@gmail.com,,398,398,,323.0
398,HOTEL NEW YORK,CASERIO LA RECTA ALDEA MORAZAN,43835653,hotelnewyork20@gmail.com,,399,399,,322.0
399,CLARIMILA DE GUATEMALA,COLONIA CASITAS PB HENRY,56787974,ticas1010@gmail.com,,400,400,,327.0
400,HOTEL EL ESTABLO,BARRIO TECUAN ZONA 0,93795702,bojorquezalvaro53@gmail.com,,401,401,,327.0
401,HOTEL CONACASTES,KM.144 CARRETERA INTERAMERICANA RUTA EL SALVADOR,42577829,info@conacastes.com,,402,402,,328.0
402,HOTEL Y RESTAURANTE SAN JUAN LA ISLA GUIJA,ALDEA SAN JUAN LA ISLA GUIJA,32732841,edraspimentel@gmail.com,www.sanjuanlaislaguija.com,403,403,,328.0
403,SEMILLAS DE VIDA,BARRIO MAYA,54308335,recepcion@semillasdevida.org,www.semillasdevida.org,404,404,,328.0
404,HOTEL ATESCATEMPA,BARRIO EL CENTRO,55771134,rody.sagastume@yahoo.com,,405,405,,330.0
405,DON ELEAZAR HOTEL,0 CALLE 10-93 ZONA 2,44910432,doneleazarhotel@gmail.com,,406,406,,325.0
406,HOTEL COLONIAL,CALZADA WAY,17866317,,,407,407,6.0,325.0
407,HOTEL PORTAL QUEIT INN,0 CALLE 7-30 ZONA 3,42960522,,,408,408,,325.0
408,HOTEL SAN ANTONIO COLONIAL,4A. AVENIDA 1-35 ZONA 2,22810858,gerencia@sanantoniocolonial.com,www.sanantoniocolonial.com,409,409,,325.0
409,HOTEL Y RESTAURANTE CARLOS V,1A. AVENIDA 1-44 ZONA 2,69818920,cvhotelcarlosv@hotmail.com,fb: hotel y restaurante carlos v,410,410,,325.0
410,CENTRO DE CONVENCIONES HOTEL Y RESTAURANTE EL GRAN PALMAR,KM. 99 ALDEA EL LLANO,71503329,montoya_luceromaria@yahoo.com,,411,411,,335.0
411,HOTEL ANDA MIRA,LOTIFICACIÓN EL COCO LOTE 70 CIRCUNSCRIPCIÓN MUNICIPAL DE JALPATAGUA,78195509,tlahumilde@gmail.com,,412,412,,335.0
412,HOTEL Y RESTAURANTE POSADA DE DON MEME,"4A. AVENIDA, 2-40 ZONA 2",38140846,hotelposadadedonmeme@gmail.com,,413,413,,335.0
413,HOTEL DEL SOL,"KILOMETRO 117, CARRETERA INTERAMERICANA",62803167,hoteldelsol@corporacionmarc.com,www.corporacionmarc.com,414,414,3.0,324.0
414,HOTEL SAN ANTONIO,"KILOMETRO 121.5 CARRETERA INTERAMERICANA, CANTÓN SAN ANTONIO",43465172,gerencia@hotelsanantonio.com.gt,www.hotelsanantonio.com.gt,415,415,,324.0
415,HOTEL Y PARQUE ACUATICO ARENA Y SOL,KILOMETRO 116 CARRETERA INTERAMERICANA,68737814,parqueacuaticoarenaysol@hotmail.es,www.hotelyparqueacuaticoarenaysol.blogspot.es; www.arenaysol.tk,416,416,3.0,324.0
416,HOTEL Y RESTAURANTE HOSTAL DEL CENTRO,2 AVENIDA 4-50 ZONA 1,14448568,hostaldelcentro@yahoo.com.mx,,417,417,,324.0
417,MANSION LA VILLA,"4A. AVENIDA, 3-55 ZONA 3",48471693,gerencia@mansionlavilla.com.gt,www.mansionlavilla.com.gt,418,418,,324.0
418,HOSTAL DON PANCHO,BARRIO EL CENTRO,41986991,hostaldonpancho@hotmail.com; ma-martinez@hotmail.com,,419,419,,337.0
419,HOTEL CALETA AZUL,ALDEA BARRA DEL JIOTE,60674203,resort@caletaazul.net,www.caletaazul.net,420,420,,338.0
420,HOTEL Y TURICENTRO LOS MANGOS,BARRIO EL CEMENTERIO,20869245,,,421,421,,329.0
421,HOTEL Y TURICENTRO SANTA ISABEL,KM. 432,68060314,,,422,422,,289.0
422, HOTEL SABANA ,,69799307,hotelsabana@yahoo.com,www.hotelsabana.com,423,423,,276.0
423,CAMPAMENTO ECOLOGICO EL SOTZ,ALDEA EL REMATE,52044104,info@campecologicelsotz.com,www.campamentoecologicoelsotz.com,424,424,,276.0
424,CASA RAMONA,CALLE 15 DE SEPTIEMBRE,21488001,ramonacasa16@gmail.com,ig: casaramona  /  fb: casa ramona,425,425,,276.0
425,COMERCIALES CASAZUL-CALIPSO,,43927176,"casazul@hotelesdepeten.com, reservaciones@hotelesdepeten.com",www.hotelesdepeten.com,426,426,,276.0
426,EXPRESS BY MAYA INN,CALLE LITORAL SANTA ELENA DE LA CRUZ,64895631,mayamall_karla@yahoo.com,,427,427,,276.0
427,FLORES HOTEL BOUTIQUE,ZONA 0 CALLE FRATERNIDAD,72353488,reservations@boutiquefloreshotel.com,www.floreshotelboutique.com,428,428,,276.0
428,HOTEL CASA AMELIA,CALLE LA UNION,96536505,"hotelcasamelia@gmail.com, reservaciones@hotelcasamelia.com",www.hotelcasamelia.com,429,429,,276.0
429,HOTEL CASA DE DON FRANCISCO,6 AVENIDA 1-53 ZONA 2 SANTA ELENA,25029998,hotelcasaddonfrancisco@gmail.com,,430,430,,276.0
430,HOTEL CASA FLORES DE TIKAL,"6A. AVENIDA, 1-90 ZONA 1 SANTA ELENA",98563394,"servicios@hotelcasafloresdetikal.com, layu.11@hotmail.com",www.hotelcasafloresdetikal.com,431,431,,276.0
431,HOTEL CASA TURQUESA,CALLE 30 DE JUNIO ISLA DE FLORES,51967657,casaturquesa@hotelesdepeten.com,www.hotelesdepeten.com,432,432,,276.0
432,HOTEL CASONA DEL LAGO,CALLE ORILLA LAGO PETEN ITZA SANTA ELENA DE LA CRUZ,18812104,reservaciones@hotelesdepeten.com,www.hotelesdepeten.com,433,433,,276.0
433,HOTEL DEL PATIO TIKAL,"8A. CALLE, ZONA 1 SANTA ELENA",69988646,gerencia_patio@caminoreal.com.gt,www.hoteldelpatio.com.gt,434,434,,276.0
434,HOTEL ISLA DE FLORES,AVENIDA LA REFORMA,63130666,contabilidad@hotelisladeflores.com,,435,435,4.0,276.0
435,HOTEL JAGUAR INN TIKAL,PARQUE NACIONAL TIKAL,92699861,contact@jaguartikal.com,www.jaguartikal.com,436,436,,276.0
436,HOTEL MAYA INTERNACIONAL,SANTA ELENA INDUSTRIAL NO. 23 ZONA 0 CERCA BASE MILITAR,42982931,mayainternacional@villasdeguatemala.com,redes sociales: hotel maya internacional,437,437,,276.0
437,HOTEL PATIO GRANDE,"6TA. AVENIDA Y 1ERA. CALLE, ZONA 2 SANTA ELENA DE LA CRUZ",25256181,ventas_patiogrande@hotmail.com,,438,438,,276.0
438,HOTEL PETEN,,75064962,hotelpeten@hotelesdepeten.com,www.hotelesdepeten.com,439,439,,276.0
439,HOTEL PETENCHEL,PLAYA SUR,93305295,escalofrio_puga@hotmail.com,,440,440,,276.0
440,HOTEL QUINTA MAYA,"SANTA ELENA, CALLE PRINCIPAL 6TA. AVENIDA Y 4TA. CALLE, ZONA 0",62047770,hotelquintanamaya@gmail.com,www.hotelquintamaya.com,441,441,,276.0
441,"HOTEL RAMADA TIKAL, ISLA DE FLORES, PETEN",CALLE PLAYA SUR,90344781,recepcion@ramadatikal.com,www.ramadatikal.com,442,442,,276.0
442,HOTEL TIKAL,TIKAL,34165042,"tikalinn@yahoo.com, tikalinn3@yahoo.com",www.tikalinn.com,443,443,,276.0
443,HOTEL VILLA MAYA,LAGUNA PETENCHEL,64204458,info@villasdeguatemala.com,www.villasdeguatemala.com,444,444,3.0,276.0
444,HOTEL Y RESTAURANTE LA MESA DE LOS MAYAS,CALLEJON CRUCERO ZONA 0,40518327,mesamayas@hotmail.com,,445,445,,276.0
445,HOTEL Y RESTAURANTE SANTANA PETEN,CALLE 30 DE JUNIO,94145329,"informacion@santanapeten.com.gt , ventas@santanapeten.com.gt",www.santanapeten.com,446,446,,276.0
446,"HOTEL, MUSEO Y CAFE SANTA BARBARA",ISLETA SANTA BARBARA,32277455,,,447,447,,276.0
447,JUNGLE LODGE - POSADA DE LA SELVA -,PARQUE NACIONAL TIKAL,92951761,reservacionesjunglelodgetikal.com,www.junglelodgetikal.com,448,448,,276.0
448,LA CASA DE DON DAVID,ALDEA EL REMATE,46317404,info@lacasadedondavid.com,www.lacasadedondavid.com,449,449,,276.0
449,LA CASONA DE LA ISLA,,41732845,casonadelaisla@hotelesdepeten.com,www.hotelesdepeten.com,450,450,,276.0
450,LAS LAGUNAS BOUTIQUE HOTEL,"LOTE 45, DEL PROYECTO DEL AREA DE DESARROLLO, DENOMINADO TAYAZAL",29768115,ecs_ndb@yahoo.com,,451,451,,276.0
451,MAXIMOS HOTEL,"1A. AVENIDA, 0-1 ZONA 1 SANTA ELENA DE LA CRUZ",18128100,maximospetithotel@gmail.com,,452,452,,276.0
452,MAYA ZAC PETEN JUNGLE LODGE,"PENINSULA ZAC PETEN, IXLU",54852213,info@mayazacpetenjunglelodge.com,www.mayazacpetenjunglelodge.com,453,453,,276.0
453,PARQUE NATURAL IXPANPAJUL,"KM. 468, CARRETERA A FLORES",77058185,monica.lopez@ixpanpajul.com; anabella_carrera@ixpanpajul.com,www.ixpanpajul.com,454,454,,276.0
454,PETEN ESPLENDIDO. HOTEL MARINA,1A. CALLE 5-01 ZONA 1 SANTA ELENA,82756082,info@petenesplendido.com,www.petenesplendido.com,455,455,,276.0
455,POSADA DEL CERRO,"BARRIO MIRAMAR, EL REMATE",57488308,mailto@posadadelcerro.com,www.posadadelcerro.com,456,456,,276.0
456,VILLAS MAGEN,"KM. 28 ZONA 0 IXLU, SALIDA CALLE MELCHOR",10750369,juan.argueta@selectronica.com.gt,www.villasmagen.com,457,457,,276.0
457,HOTEL MONJA BLANCA,BARRIO SANTA CRUZ,65649667,,,458,458,,280.0
458,HOTEL NUEVO AMANECER,CALLE PRINCIPAL A UN COSTADO DE FARMACIA EL AHORRO ZONA 0 CASERIO POZA DEL MACHO,22157319,,,459,459,,280.0
459,"HOTEL Y ANTOJITOS ""VILLA REAL""","CALLE RUTA NARANJO, ZONA 2 BARRIO SANTA CRUZ",36311746,hotvireal@hotmail.com,,460,460,,280.0
460,HOTEL WAYAK,4 AVENIDA Y 3A. CALLE ZONA 4,22066829,karenberganza@gmail.com,www.hotelwayak.com.gt,461,461,,288.0
461,CAMPAMENTO ECOLOGICO EL SOMBRERO,ALDEA YAXHA,12855655,"ventaelsombrero@gmail.com, sebashm@gmail.com",www.ecolodgeelsombrero.com,462,462,,286.0
462,HOTEL Y RESTAURANTE LAS ADA´S Y ESTRELLAS,"CALLE LINEA SUCHITAN, ZONA 0 BARRIO SUCHITAN",37431599,hotellasadasylasestrellas@gmail.com,fb:  hoteladas.gt,463,463,,286.0
463,HOTEL EL ARRECIFE,13 AVENIDA ZONA 0 BARRIO LAS DELICIAS CONTINUO GASOLINERA PUMA,18543571,,**completo expediente 12/5/23,464,464,,287.0
464,HOTEL EL GRAN MACHAQUILA,"ALDEA MACHAQUILÁ, ZONA 0, CALLE BONBA AGUA",15069661,econde@elgranmachaquila.com,,465,465,,287.0
465,HOTEL GIL - TOWN KEE TZUUL CERRO FRIO,"KILOMETRO 384, ALDEA LAS DELICIAS, CARRETERA A FLORES",11005545,luisfer.gil@gmail.com,www.hotelgiltown.com,466,466,,287.0
466,HOTEL IMPERIAL POPTUN,"CALLE PRINCIPAL, BARRIO SAN FRANCISCO",98919800,,**completo expediente 21/4/23,467,467,,287.0
467,HOTEL LAS BUGAMBILIAS,CALZADA GUATEMALA ZONA 1,69038246,nerypinto1984@gmail.com,,468,468,,287.0
468,HOTEL POSADA IXOBEL,ZONA 6 BARRIO IXOBEL,24262068,,,469,469,,287.0
469,HOTEL Y RESTAURANTE CASA VIEJA,13 AVENIDA 80-37 ZONA 0 BARRIO LAS DELICIAS,66741909,,**completo expediente 21/4/23,470,470,,287.0
470,RUIZ´S LAND HOTEL,"6 CALLE, 1-033 ZONA 2",56544160,,,471,471,,287.0
471,"G BOUTIQUE HOTEL AT SAN ANDRÉS, PETÉN",ZONA 0 BARRIO BUENA VISTA,96972905,gerenciagpeten081922@gmail.com,inst: @gboutiquehotelpeten,472,472,,279.0
472,LAS GUACAMAYAS TOURS & TRAVEL,ALDEA PASO CABALLOS,21772304,,,473,473,,279.0
473,HOTEL  Y RESTAURANTE SAN RAFAEL,07 AVENIDA 3050 ZONA 1 BARRIO LA ERMITA,86072725,hotelsanrafael@outlook.com,,474,474,,278.0
474,HOTEL COLONIA MAYA,CALLE LIMITE A UN COSTADO DE CREDITO HIPOTECARIO NACIONAL,85634598,rolohotel@hotmail.com,,475,475,,278.0
475,HOTEL DON JULIO,7 AVENIDA ZONA 1,82786354,,,476,476,,278.0
476,COMPLEJO TURISTICO HACIENDA SAN VICENTE,KILOMETRO 480 RUTA QUE CONDUCE DE SAN BENITO A SAN FRANCISCO,89361807,,,477,477,,281.0
477,CENTRO RECREATIVO PARAISO MAYA,"PARAJE XILIL, CIRCUNVALACION LAGO PETEN ITZA",67791848,,www.hotelparaisomaya.com,478,478,,277.0
478,HOTEL BAHIA TAITZA,BARRIO EL PORVENIR,83443893,info@taitza.com,www.taitza.com,479,479,,277.0
479,HOTEL CAMINO REAL TIKAL,LOTE 77 PARCELAMIENTO TAYAZAL,52267685,xavier_duc@caminoreal.com.gt,,480,480,4.0,277.0
480,LA LANCHA VILLAGE,JOBONPICHE,31252153,"info@lalancha.com, tony@lalancha.com;info@blancaneaux.com",www.coppolaresorts.com,481,481,,277.0
481,LA RIBIERA DEL LAGO PETEN ITZA,ALDEA JOBOMPICHE,25833983,"laribieradellagopetenitza@hotmail.com, umoralesg63@gmail.com",www.rivieradellagopetenitza.com,482,482,2.0,277.0
482,HOTEL CENTRO,CALLE PRINCIPAL BARRIO EL CENTRO,95591706,,,483,483,,284.0
483,HOTEL NAKUN,CRUCE DE CHINCHILA,73597552,hotelnakun2008@gmail.com,,484,484,,284.0
484,HOTEL VILLA PETEN,IXBOBO CARRETERA,97870680,,,485,485,,284.0
485,HOTEL Y RESTAURANTE PRADOS DEL SOL,"CALLE PRINCIPAL, ALDEA NOCTUN",19969433,turicentropradosdelsol@yahoo.es,,486,486,,284.0
486,HOTEL Y RESTAURANTE VISTA HERMOSA,"IXBOBO CARRETERA, ZONA 0 8630 BARRIO NUEVO",95604952,,,487,487,,284.0
487,HOTEL CAMPESTRE SANTA ANA,KILOMETRO 466.5 CARRETERA SANTA ANA ZONA 0,91168350,santaana.campestrehotel@gmail.com,,488,488,,282.0
488,HOSTAL DE ISLA CHIMINOS,PUNTA DE CHIMINOS LAGUNA PETEXBATUN,18859343,info@chiminosisland.com,www.chiminosisland.com,489,489,,285.0
489,HOTEL CASA GRANDE,3 AVENIDA 3 CALLE ZONA 1 BARRIO CENTRO,89875493,hotelcasagrande14@gmail.com,,490,490,,285.0
490,HOTEL DEL RIO,"CALLE PRINCIPAL, BARRIO EL CENTRO",18309499,hoteldelriosayaxche@hotmail.com,,491,491,,285.0
491,HOTEL Y RESTAURANTE POSADA LOS GEMELOS,BARRIO LA DEMOCRACIA,82514183,,,492,492,,285.0
492,HOTEL Y RESTAURANTE VILLA AQUAZUL,"KILOMETRO 65.5 DE LA CARRETERA QUE CONDUCE DEL MUNICIPIO DE SAYAXCHE, A LA CIUDAD DE COBÁN",31696513,reservacionesaquazul@gmail.com,,493,493,,285.0
493,HOSPEDAJE MARRIOT´S,"ALDEA PASAC SEGUNDO,KILOMETRO 217",63394514,,,494,494,,126.0
494,HOTEL BELLO AMANECER,CARRETERA C.A. 02 0-130 ZONA 3 BARRIO SAN FRANCISCO,95484086,asociadosbelloamanecer@hotmail.es,www.hotelbelloamanecer.com,495,495,,132.0
495,HOTEL EUROPA,4A. AVENIDA 002 06-020 ZONA 1,69368013,hoteleuropacoatepeque@gmail.com,,496,496,,132.0
496,HOTEL LA ESTANCIA,2A. AVENIDA 5-05 CASA NO. 90 ZONA 6 COLONIA MIGUEL ANGEL ASTURIAS,44248601,,,497,497,,132.0
497,HOTEL LEO,7 AVENIDA 5-25 ZONA 1,72145654,belmanbautista90@gmail.com,,498,498,,132.0
498,HOTEL NUEVO VALLE VERDE,5 AVENIDA 8-058 ZONA 1,82154719,,,499,499,,132.0
499,HOTEL PILAR FALEM,7A. AVENIDA 0-190 ZONA 1 BARRIO LA ESPERANZA,29637358,pilarfalem@yahoo.es,,500,500,,132.0
500,HOTEL VIRGINIA,"KM. 223, CARRETERA AL PACIFICO",59769874,"hotelvirginia@hotmail.com, eduardomeister@msn.com",,501,501,,132.0
501,HOTELES KIMALI VIC,DIAGONAL 2 BARRIO GUADALUPE 8-30 ZONA 4,88509689,analilycardona@gmail.com,,502,502,,132.0
502,LAS GARDENIAS HOTEL Y TURICENTRO,KILÓMETRO 218 CARRETERA DEL PACIFICO,58579240,elmashanalsa@hotmail.com,,503,503,,132.0
503,PORTAL ANTIGUA HOTEL,"03 AVENIDA ZONA 2, LOTIFICACIÓN LAS CONCHITAS",72806573,portalantiguahotel@gmail.com,,504,504,,132.0
504,HOTEL Y TURICENTRO LAS MARGARITAS,"CARRETERA PRINCIPAL A LA VILLA DE COLOMBA, KM. 216.3, ZONA 0, CASERÍO BELEN",90936967,lasmargaritashyr@gmail.com,,505,505,,129.0
505,PATROCINIO LODGE,FINCA EL PATROCINIO,11182626,biobiogt@gmail.com,,506,506,,131.0
506,ECOHOTEL CENTRO RECREATIVO EL CHIPE,KM. 5 1/2 CARRETERA DE FLORES A GENOVA,39314371,jeatrai@hotmail.com,fb: centro recreativo el chipe,507,507,,134.0
507,HOTEL CARTAGENA,1A. CALLE 3-23 ZONA 4,51164638,hotelcartagenadrc@hotmail.com,www.hotelcartagenarc.com,508,508,,135.0
508,HOTEL Y RESTAURANTE MAGKEVIN,"1A. CALLE 2-25, 2-26 Y 2-27 ZONA 4",87912506,faby.ixta@gmail.com,,509,509,,135.0
509,HOTEL Y RESTAURANTE PREMIER,03 AVENIDA ZONA 1,63965570,hotelyrestaurantepremier@hotmail.com,redes sociales: hotel y restaurante premier,510,510,,135.0
510,AJITZ HOSTAL & RESTAURANTE,9 CALLE 6-31 ZONA 1,57793620,ajitzxela@gmail.com,,511,511,,113.0
511,ANNA INN HOTEL,KILÓMETRO 3.5 CARRETERA A OLINTEPEQUE,47219247,"info@annainnhotel.com, reservaciones@hotelannainn.com, gerencia@hotelannainn.com, info@hotelannainnhotel.com",www.annainnhotel.com,512,512,3.0,113.0
512,CANDY INN HOTEL,7 CALLE 12-23 ZONA 3,88794533,claudio_cucum@hotmail.com,,513,513,,113.0
513,CASA BUENA HOTEL,15 AVENIDA 06-09 ZONA 3,74507649,casabuenahotel@gmail.com,redes sociales: casa buena hotel,514,514,,113.0
514,CASA DE HUESPEDES GUEST HOUSE HOTEL CASA PONCE,9 AVENIDA 3-42 ZONA 1,98584675,hotelcasaponce@gmail.com,,515,515,,113.0
515,CASA MORASAN,12 AVENIDA 8-21 ZONA 1,59560215,info@casamorasan.com,,516,516,,113.0
516,"CASA REAL SANTA CRUZ, HOSTAL",15 AVENIDA 6-75 ZONA 1,85307309,casarealsantacruz-7@hotmail.com,,517,517,,113.0
517,CASOLIA HOTEL Y RESTAURANTE,2A. CALLE 16-08 ZONA 1,19233829,casoliahotel@gmail.com,fb/ casolia,518,518,,113.0
518,ENTRE CERROS,CANTÓN CANDELARIA,60934992,sulibil@gmail.com; parqueentrecerros@gmail.com,fb: parque entre cerros,519,519,,113.0
519,GRAN HOTEL AMERICANO,14 AVENIDA 3-45 ZONA 1,41249198,,,520,520,,113.0
520,HOSTAL CASA DOÑA MERCEDES,"6 CALLE Y 14 AVENIDA, 13-42 ZONA 1",29418452,guest_house_michelle@yahoo.com,www.hostalcasadonamercedes.com.gt,521,521,,113.0
