id,nombre,direccion,telefono,correo,sitio_web,id_tipo,id_ubicacion
347,RECOGUAT,8A. AVENIDA 14-52 Zona 12,46892787,recoguat@gmail.com,,1,1
348,REUXTREME REUXTOURS,8 AVENIDA 20-08 Zona 11 COLONIA MARISCAL,55799761,info@reuxtreme.com,www.reuxtreme.com,1,1
349,RICH TRAVEL,8A. CALLE 0-22 Zona 9,38527174,ricardo.n.a.18@gmail.com,www.richtravelgt.com,1,1
350,RINSA TOURS,"3A. CALLE ""A"" 23-50 Zona 15 VISTA HERMOSA I LOC. 4, COMERCIAL PUNTO QUINCE",81604556,finanzas@rinsatours.com,,1,1
351,ROYAL TRAVEL,"7A. AV. 6-53, ZONA 4, EDIF. EL TRIANGULO, LOC. 18",18442136,byron_mazariegos@hotmail.com,,3,1
352,RUMBO VIAJERO GT,DIAGONAL 17 26-33 Zona 11 COLONIA GRANAI TOWSON,86300596,rumboviajerogt@gmail.com,,1,1
353,RUTA 4 GRADOS,1RA CALLE A 12-68 Zona 1,52449403,ruta4grados@gmail.com,,1,1
354,S.T.P. GUATEMALA,2A. AVENIDA 7-78 Zona 10,67690697,info@stpguatemala.com,www.stpguatemala.com,1,1
355,S.T.S.,"2A. CALLE ""A"" 11-16 Zona 15 COLONIA TECÚN UMÁN",18532901,info@sts.com.gt,www.stsguatemala.com,4,1
356,SAGA TOURS,18 CALLE B 31-44 Zona 7 RESIDENCIALES VILLA LINDA 3,20389307,sagatours@totañtravel.com.gt, sagatours@totaltravel.com.gt,5,1
357,SC TOURS,18 AVENIDA 6-65 Zona 15 VISTA HERMOSA I,18012262,sctours@yahoo.com,,3,1
358,SERVIBUS TOURS,8A. CALLE 19-44 Zona 6 APARTAMENTO 904,60032830,,servibustours@gmail.com,1,1
359,"SERVICIOS EJECUTIVOS INTERNACIONALES, SOCIEDAD ANONIMA.",VIA 2 4-44 Zona 4,48059557,usatoursguate@hotmail.com,www.usatourscorp.com,2,1
360,SERVICIOS HOTELEROS Y TURISTICOS,"15 CALLE 25-12, ZONA 18, COL. VILLAS DE SAN RAFAEL",82857822,,,3,1
361,SERVICIOS INTEGRADOS EN TURISMO,,61256232,,,7,1
362,SERVICIOS TURISTICOS ARME,19 CALLE 8-26 Zona 1,44052396,erick.mellado@hotmail.com,,1,1
363,SERVICIOS TURISTICOS DEL SUR OCCIDENTE,19 CALLE 8-70 Zona 1,99473387,fdstours_stso@hotmail.com,www.fdstours.com / fb: fdstours,3,1
364,SERVICIOS TURÍSTICOS MATTY,"KM. 15.5, CALLE REAL LOTE 30 B Zona 18 EL CHATO",21533436,,,1,1
365,SIN RUMBO,"13 CALLE 1-51 Zona 10 TORRE SANTA CLARA 2, NIVEL 4",35138103,info@sinrumbo.gt,www.sinrumbo.gt,1,1
366,SKY TRAVEL,"AVENIDA REFORMA 8-60 Zona 9 EDIF. GALERIAS REFORMA, TORRE 1, NIVEL 6, OF. 601A",54103492,skytravelgtt@gmail.com,,1,1
367,SOL Y SON LOS VIAJES,"13 CALLE 3-40 Zona 10 EDIF. ATLANTIS, 2DO. NIVEL",11472468,,www.cubana.cu,5,1
368,SOWA TRAVEL,35 AVENIDA 19-07 Zona 7 COLONIA VILLA LINDA 2,57007377,tours@sowatravel.com,www.sowatravel.com,1,1
369,SPARKS EVENTS,"3A. CALLE ""A"" 23-63 Zona 15 EDIFICIO VERDINO, APARTAMENTO B 302",37868201,info@sparksevents.com.gt,www.sparkseventstravel.com,3,1
370,SPORTS AND TRAVEL,"22 CALLE ""A"" 14-46 Zona 11 COL. GRANAI TOWNSON III",92424083,ventas@snt.com.gt,www.snt.com.gt,2,1
371,STS SPECIAL TRAVEL SERVICE,"2DA. CALLE ""A"", 11-16 Zona 15 COL.TECUN UMAN",96903247,info@sts.com.gt,www.stsguatemala.com,4,1
372,SUNNY TOURS,20 AVENIDA 7-35 Zona 14 RESIDENCIAL LOS DELFINES,24837452,soyviajerosunny@gmail.com,,3,1
373,SUPER HORIZONTES,DIAGONAL 6 13-51 Zona 10,77755675,newage@intelnet.net.gt,,2,1
374,T & T TOURS & TRAVEL,CALZADA ROOSEVELT 22-43 Zona 11 LOBBY HOTEL GRAND TIKAL FUTURA,72613429,transter@guatetours.com,www.guatetours.com,1,1
375,TACARI,24 CALLE 7-40 Zona 11 COLONIA MARISCAL,81277123,viajestacari@gmail.com,,2,1
376,TERRA-MAYA TURISMO ARTE Y CULTURA,"30 AVENIDA 6-00, RESIDENCIALES CINCO, ZONA 11",68283869,terramaya@terra.com,,3,1
377,TESSA,"19 AVENIDA ""A"" 20-16 Zona 10",87360594,estela@tessatours.com,www.tessatours.com,4,1
378,THE LIFE´S TRAVEL,3 AVENIDA 11-36 Zona 9,39027603,bookings@thelifetravel.com,www.thelifetravel.com,1,1
379,TIKALIA OPERADORA DE TURISMO,2A. CALLE 6-64 Zona 9 PLAZA LA TORRE,61040781,tikalop@intelnet.net.gt,cynap2002@yahoo.com,3,1
380,TITO TOURS,VIA 5 1-29 Zona 4 4 GRADOS NORTE,77901767,admin@titotours.net,,1,1
381,TIVOLI EMPRESARIAL,"5A. AVENIDA 15-45 Zona 10 EDIFICIO CONDOMINIO CENTRO EMPRESARIAL 1ER. NIVEL, TORRE 1, LOCAL T1-103,",19459541,viajes@viajestivoli.com,www.viajestivoli.com - fb: viajes tivoli,2,1
382,TODO VIAJES,"BOULEVARD VISTA HERMOSA 2A.CALLE 17-30 Zona 15 COLONIA EL MAESTRO COLONIA EL MAESTRO, EDIFICIO PLAZA NAHUM",65603631,,,2,1
383,TOP TEAM,3A. CALLE 3-57 Zona 10,95316381,info@topteamtravel.com,www.topteamtravel.com,1,1
384,TOSCANA TOURS GUATEMALA,AVENIDA REFORMA 12-01 Zona 10 8 NIVEL EDIFICIO REFORMA MONTUFAR,97686202,toscana.tours.gt@gmail.com,www.wix.com/toscanatours/guatemala,1,1
385,TOTAL TRAVEL,"12 CALLE FINAL 1-11 Zona 2 COND. STA. LUCIA VILLAS, INT. FINCA EL ZAPOTE",48584661,info@totaltravel.com.gt,www.totaltravel.com.gt,1,1
386,TOTAL TRAVEL,"18 CALLE B 31-44 Zona 7 CONDOMINIO VILLA LINDA III, APTO. A-101",40619844,info@totaltravel.com.gt, ggamboa@totaltravel.com.gt,2,1
387,TOURISTEANDO POR GUATE,17 AVENIDA 40-77 Zona 8,51044793,touristeandoporguate@gmail.com,,1,1
388,TRADITIONAL TRAVEL,"6A. AVENIDA 11-77 Zona 10 EDIFICIO PUNTO 10, SEXTO NIVEL",96224758,traditionaltravel@gmail.com,www.traditionaltravel.com,4,1
389,TRANS TUR ALISON CELESTE,"Zona 17 LOTE 24 MANZANA 69 CANTON EL PORVENIR, CANALITOS",73589405,,,1,1
390,TRANSPORTE TURISTICO BUSLINE,VIA 5 4-68 Zona 4 INTERIOR HOTEL CONQUISTADOR RAMADA,27649143,buslinegt@yahoo.com,busvacations.net,1,1
391,TRANSPORTES TURISTICOS ALEX,LOTE 24 Zona 18 COLONIA JUANA DE ARCO,90274420,turisticosalex@hotmail.com,,1,1
392,TRANSPORTES TURISTICOS EL GRAN CIRCUITO GUATEMALTECO,12 AVENIDA 16-35 Zona 10,93269731,,,1,1
393,TRANSPORTES URIZAR,"LOTE 3, MANZANA 25 Zona 17 CANTON JAQUEY, CANALITOS",76738343,aaurizar1@hotmail.com,,1,1
394,TRASVIAJES,"13 CALLE 2-60 Zona 10 EDIFICIO TOPACIO AZUL, OFICINA 201",84785488,,www.trasviajes.com,1,1
395,TRAVEL CAR,6A AVENIDA 6-11 Zona 16 SANTA ROSITA,56086018,info@travelcar.com.gt,www.travelcar.com.gt,1,1
396,TRAVEL DESIGN,"14 CALLE 3-27 Zona 10 EDIFICIO SANTA CLARA, TORRE 1, LOCAL 1",69704099,daniela@traveldesigngt.com,,2,1
397,TRAVEL ONE SERVICES & TOURS,"13 CALLE 3-40 Zona 10 EDIF. ATLANTIS, 3° NIVEL",96760918,juanc.buonafina@traveloneservices.com,www.miagenciavirtual.com,2,1
398,TRAVEL PLACE DE GUATEMALA,19 AVENIDA 2-78 Zona 11 COLONIA EL MIRADOR OFICINA 703,52373058,finanzas@travelplacegt.com,,2,1
399,TRAVEL PLANET LUFTHANSA CITY CENTER,BOULEVARD LOS PROCERES 25-74 Zona 10 CENTRO COMERCIAL GRAN VIA PRADERA,22578796,heidi.steffes@travelplanetlcc.com,www.travelplanetlcc.com,2,1
400,TRAVEL TIME,"1A. CA. 18-83, Z.15, V. HERMOSA II, LOCAL 40",12720101,tvltimesales@citel.com.gt,,4,1
401,TRAVEL UP AGENCIA DE VIAJES,"7 AVENIDA 3-74 Zona 9 EDIFICIO 74, OFICINA 21, NIVEL 7",48086318,ventastravelup@outlook.com,,2,1
402,TRAVEL ZONE,"PRIMERA AVENIDA 12-77 Zona 10 PLANTA ALTA, EDIFICIO SANTA CLARA II",39609001,ingrid.travelzone@hotmail.com,,2,1
403,TRAVELER,"13 CALLE 3-40, ZONA 10, LOCAL 27",25075017,floridalma22@hotmail.com,traveler@travelnt.com,2,1
404,TRAVELER,1 CALLE 18-83 Zona 15 VISTA HERMOSA II,55765225,wendy@traveler.com.gt,,2,1
405,TRAVELING THE WORLD,2 CALLE E 7-59 Zona 15 COLONIA TRINIDAD,50521878,satlegalttw@gmail.com,,6,1
406,TRAVELINGSA,"14 CALLE 07-71 Zona 9 CENTRO COMERCIAL PLAZA CATORCE, LOCAL 7",97637669,jose.castillo@traveling.com.gt,www.traveling.com.gt fb: @trabelingplaza14,2,1
407,TRAVELMENTE,16 CALLE 2-40 Zona 10,59335836,travelmenteguatemala@gmail.com,,5,1
408,TRAVESIA 502,"11 AVENIDA Zona 18 COL. ATLANTIDA LOCAL 219, C.C. METATERMINAL",53203743,travesia502@gmail.com,,1,1
409,TREKKING GUATEMALA,38 AVENIDA 4-40 Zona 7 COLONIA EL RODEO,65236229,a.mansilla28906@gmail.com,,3,1
410,TROPICAL TOURS,3A. CALLE A 3-22 Zona 10 OFICINA 701,51806706,info@tropicaltoursoperator.com,www.tropicatoursoperator.com,1,1
411,TTC TRAVEL,"30 CALLE ""A"" 17-84 Zona 11 COLONIA LAS CHARCAS RESIDENCIALES SAN GIL",64840088,pfcascor@gmail.com,www.traveltoguatemala.com,3,1
412,TTC TRAVEL,11 CALLE 1-65 Zona 9,51570088,info@traveltoguatemala.com.gt,www.traveltoguatemala.com.gt,3,1
413,TURANSA,"KILOMETRO 15, CARRETERA ROOSEVELT Zona 11 SUPER CENTRO MOLINO SUPER CENTRO MOLINO, LOCALES 68 Y 69",32523376,info@turansa.com,www.turansa.com,3,1
414,TURANSA SUCURSAL,"1A. AVENIDA 34-77 Zona 12 LOCAL 201, PLAZA COMERCIAL LA CORUÑA",80191173,info@turansa.com,www.turansa.com,3,1
415,TURANSA SUCURSAL GEMINIS 10,"12 CALLE 1-25 Zona 10 CENTRO COMERCIAL GEMINIS 10, NIVEL 3",83703193,gustavo sosa@turansa.com,www.turansa.com/blog/,3,1
416,TURICAR AGENCIA DE VIAJES,24 CALLE 9-77 Zona 11,40131541,turicarguatemala@yahoo.com.mx,www.turicarguatemala.com,3,1
417,TURISMO 502,"9 AVENIDA 13-24 Zona 1 EDIFICIO RUTH, APTO 310",84147987,masturismo@gmail.com,,3,1
418,TURISMO JOVEN OTEC,"AVENIDA REFORMA 12-01, ZONA 10, LOCAL 4",21859968,maria.vela@otecviajes.com,www.otecviajes.com,4,1
419,TURITRAN,"12 CALLE 2-04 Zona 9 EDIFICIO PLAZA DEL SOL, NIVEL 4",52910286,info@turitran.com,www.turitran.com,1,1
420,TURIX ACTIVO,16 CALLE 4-53 Zona 10 EDIFICIO MARBELLA OF. 4C,68617148,luis@turixactivo.com,www.turixactivo.com,1,1
421,TURVISA 10,5 AVENIDA 8-07 Zona 10,92981033,info@bcdtravel.com.gt,,2,1
422,TURVISA 10,4A. AVENIDA 10-80 Zona 10,32253908,nineth.tampan@bcdtravel.com.gt,www.bcdtravel.com.gt,2,1
423,TURVISA CORPORATIVA,"18 CALLE 24-69 Zona 10 ZONA PRADERA, TORRE II, LOCAL 208",64348164,info@turvisa.com.gt,www.turvisa.com.gt,2,1
424,TZOLKIN TURISMO,9 CALLE 2-92 Zona 21 COLONIA VASQUEZ CONDOMINIO RENACER,72412375,tzolkin69@hotmail.com,,1,1
425,UNLIMITED TRAVEL WHOLESALES,"2A. CALLE ""A"" 10-62, ZONA 15, COL. TECÚN UMÁN",78792318,,,4,1
426,VACACIONES S.A.,"BOULEVARD LOS PROCERES 5-56 Zona 10 EDIFICIO UNICENTRO, NIVEL 8, OFICINA 802 A",37307599,ovalle@hotmail.com,,2,1
427,VACASIONES MAYA,PRIMERA AVENIDA 12-46 Zona 10 VILLA MAGNA,76181253,informacion@vacasionesmaya.com,www.vacasionesmaya.com,3,1
428,VIAGSA,"14 CALLE 7-13 Zona 9 EDIFICIO TORRE BLANCA, NIVEL 7 EDIFICIO TORRE BLANCA, NIVEL 7",66518147,travelshopritadeponce@hotmail.com,www.viajesdeguatemala.com,3,1
429,VIAJA POSTAL GT,"18 CALLE 24-69 Zona 10 ZONA PRADERA, TORRE IV, NIVEL 14, OF. 1408",10712117,info@postalgt.com,postalgt.com,2,1
430,VIAJE A GUATE TOUR COMPANY,5A. CALLE 16-85 Zona 21 RESIDENCIALES EUREKA,10344256,info@viajeaguate.com,www.viajeaguate.com,1,1
431,VIAJE TODO PAGADO,"10A. AVENIDA, 18-02 Zona 10 CENTRO COMERCIAL PRISA",79455653,gerencia@viajetodopagado.com,www.viajetodopagado.com,4,1
432,VIAJEMOS502,18 CALLE Y 3A. AV. BLVD. LOS PROCERES Zona 10 GRAN CENTRO COMERCIAL LOS PROCERES 3ER. NIVEL,75631636,info@viajemos502.com,www.viajemos502.com / fb: viajemos502,2,1
433,VIAJERO GLOBAL,"3A. AVENIDA 15-43 Zona 14 OFICINA 3, EDIFICIO PLAZA LA RIOJA",79986850,nury@viajero.com,,1,1
434,VIAJES APOLO,"C.C. METRO NORTE, Z.17, L-240, KM. 5, CARR. AL A.",69663987,,,2,1
435,VIAJES AURORA,"5TA. AVENIDA 12-41 Zona 1 EDIFICIO FLISHMANN, NIVEL 3, OFICINA 301",95354866,viajesaurora.guatemala@gmail.com,,1,1
436,VIAJES AZUR,"2NDA CALLE ""A"" 6-28 Zona 10 EDIFICIO VERONA, CUARTO NIVEL, OFICINA 410",49772077,asesorlegal.mollinedo@gmail.com,fb:viajesazurdeguatemala,6,1
437,VIAJES CONEXION,"AVENIDA LAS AMÉRICAS 18-01, ZONA 14",28428498,ventas@viajesconexion.com,,5,1
438,VIAJES DE INTERCAMBIO TURISTICO - VIGUATUR -,1A. AVENIDA 45-33 ZONA 12 COLONIA MONTE MARIA I,11926451,gerencia@viguatur.com,www.viguatur.com / www.viguatur.net,1,1
439,VIAJES ENSANCHATE,"5TA.AVENIDA 5-55 Zona 14 BUFETE SEININ TORRE 1, NIVEL 2, EUROPLAZA WORLD BUSINESS CENTER",29550959,amorales@viajesensanchate.com,,2,1
440,VIAJES ESPACIO,"1A. CALLE 37-11, ZONA 11, COLONIA TOLEDO",58951626,marco@juniorcorp.com, reservaciones@juniorcorp.com,3,1
441,VIAJES EUROAMERICA INTERNACIONAL,8A. AVENIDA 3-80 Zona 14 EDIF. LA RAMBLA TORRE II 2DO. NIVEL,64045186,info@euroamericagt.com,www.euroamericagt.com,2,1
442,VIAJES FANTASIA,"7 AVENIDA 1-20 Zona 4 EDIFICIO TORRE CAFE, OFICINA 1165",59410488,judcagerencia@hotmail.com,,2,1
443,VIAJES GUATEMUNDO,10MA. AVENIDA 15-72 Zona 10,72805300,ventas.guatemundo@gmail.com,facebook:viajesguatemundo,2,1
444,VIAJES INTERQUETZAL,"7A. AVENIDA 1-20 Zona 4 EDIF. TORRE CAFÉ, LOCAL 206",91506868,ventas@viajesinterquetzal.com,www.viajesinterquetzal.com fb/viajesinterquetzal,3,1
445,VIAJES MAX,"1A. CALLE 7-66 Zona 9 EDIFICIO PLAZA UNO, NIVEL 10, OF. 1005",21887591,"mreyes@viajesmax.com.gt, acastaneda@viajesmax.com.gt",,6,1
446,VIAJES MAX,"21 AVENIDA 4-32 Zona 11 C.C. MIRAFLORES, LOCAL 1005, 1ER. NIVEL",45516969,ana.zamora@viajesmax.com,www.viajesmax.com,2,1
447,VIAJES MAX,"15 AVENIDA 05-50 Zona 15 VISTA HERMOSA III C.C. ESPAZIO COL. V. H. III, LOCALES LO-22-23",44566099,ana.zamora@viajesmax.com,,2,1
448,VIAJES MAX,"10 AVENIDA 8-68 Zona 14 C.C. DECIMA PLAZA, LOCAL 6",89152009,ana.zamora@viajesmax.com,www.viajesmax.com,2,1
449,VIAJES MAX,"16 CALLE 6-72 Zona 10 C.C. LA ESTACION, LOCAL N1-L1",81316805,ana.zamora@viajesmax.com,www.viajesmax.com,2,1
450,VIAJES MAX,7A. AVENIDA 12-72 Zona 9,32053197,ana.zamora@viajesmax.com,www.viajesmax.com,2,1
451,VIAJES MAX,27 AVENIDA 5-90 Zona 11 INTERIOR PARQUE COMERCIAL LAS MAJADAS,41278692,ana.zamora@viajesmax.com,www.viajesmax.com,2,1
452,VIAJES MILLENIUM,13 CALLE 1-51 Zona 10 EDIF. TORRE SANTA CLARA II LOCAL 09,10636363,,,2,1
453,VIAJES ON-LINE,,38034505,ldewer@viajesonlineguat.com,,2,1
454,VIAJES PRIMAVERA,DIAGONAL 6 10-50 Zona 10 EDIFICIO INTERAMERICAS FINANCIAL CENTER,24792245,corporativo@viajesprimavera.com,www.viajesprimavera.com,2,1
455,VIAJES PRIMAVERA TOURS & TRAVEL,18 AVENIDA LOTE 83 Zona 16 COLONIA MONTESOLAR,80330714,leslie.dedelvalle@viajesprimavera.com,,1,1
456,VIAJES RONEL AVENIDA LAS AMERCIAS,"AVENIDA LAS AMERICAS , 15-48 Zona 13",99599549,infoviajes@roneltours.biz,http://roneltours.com.gt - fb: ronel tours - tw: @roneltoursgt,3,1
457,VIAJES ROYAL,4A. AVENIDA 12-03 Zona 1,91516098,viajesroyal@hotmail.com,,2,1
458,VIAJES SAN MIGUEL,"CALLE REAL 17-80 Zona 10 SAN MIGUEL PETAPA, CENTRO COMERCIAL SAN DIEGO",62608053,laxsanmiguel@gmail.com,,2,1
459,VIAJES SANTA MARIA,"16 AV. 10-50, ZONA 15, VISTA HERMOSA III",14028212,,,1,1
460,VIAJES TIVOLI,6A. AVENIDA 8-41 Zona 9,97531191,viajes@tivoli.com.gt,www.viajestivoli.com,3,1
461,VIAJES TIVOLI,12 CALLE 4-55 Zona 1,93248364,viajes@tivoli.com.gt,www.viajestivoli.com,2,1
462,VIAJES TIVOLI AVANTE,AVENIDA REFORMA 15-54 Zona 9 EDIFICIO REFORMA OBELISCO 1ER. NIVEL,20473011,viajes@viajestivoli.com,www.viajestivoli.com - fb: viajes tivoli,2,1
463,VIAJES TIVOLI BARCELO,"7A. AVENIDA 15-45 Zona 9 NIVEL 1, LOBBY HOTEL BARCELO",64538836,viajes@viajestivoli.com,www.viajestivoli.com,2,1
464,VIAJES TIVOLI GOLDEN,"5A. AVENIDA 5-55 Zona 14 EUROPLAZA,WORLD BUSINESS CENTER EUROPLAZA, PLANTA BAJA, TORRE 4, LOCAL 1A",60624176,viajes@tivoli.com, fernandezm@viajestivoli.com,2,1
465,VIAJES TIVOLI GOLDEN,"CALZADA AGUILAR BATRES 27-11, ZONA 12",70413537,golden12@intelnet.net.gt,,2,1
466,VIAJES TIVOLI GOLDEN,,23118341,golden@guate.net,,2,1
467,VIAJES TIVOLI MIRAFLORES,"21 AVENIDA 4-32 Zona 11 CENTRO COMERCIAL MIRAFLORES, NIVEL 2, FASE 2 CENTRO COMERCIAL MIRAFLORES, NIVEL 2, FASE 2",70383220,viajes@viajestivoli.com,www.viajestivoli.com,2,1
468,VIAJES TIVOLI OAKLAND MALL,"DIAGONAL 6 13-01 Zona 10 C.C. OAKLAND MALL, SOTANO 2, KIOSKO K-55",58214301,viajes@viajestivoli.com,www.viajestivoli.com - fb: viajes tivoli,2,1
469,VIAJES TIVOLI SAN CRISTOBAL,"BOULEVARD SAN CRISTOBAL 13-45 Zona 8 LOCAL 202 P, CENTRO COMERCIAL PLAZA SAN CRISTOBAL",83918771,viajes@viajestivoli.com,www.viajestivoli.com,2,1
470,VIAJES TIVOLI ZONA 1,5A. AVENIDA 11-52 Zona 1 EDIFICIO HERRERA,61028932,viajes@viajestivoli.com,www.viajestivoli.com - fb: viajes tivoli,2,1
471,VIAJES Y EXPERIENCIAS,"RUTA 2 3-63 EDIFICIO TEC 1, GUATEMALA -4, OFICINA 204",81012676,viajesyexperiencias@gmail.com,,2,1
472,VIAJES Y TURISMO VOLARE,"7 AVENIDA 6-26 Zona 9 EDIFICIO PLAZA EL ROBEL, LOCAL 6-72",65504802,omar.obregon@agenciavolare.com,,2,1
473,VIENA TOURS,4 AVENIDA 12-03 Zona 1 LOCAL B,88196261,vienatours@hotmail.com,,2,1
474,VITURSA,"7A. CALLE 13-21, ZONA 16, LA MONTAÑA",20647366,vision-tour@citel.com.gt,,1,1
475,VIVA OPERADOR,"18 CALLE 24-69 Zona 10 EMPRESARIAL ZONA PRADERA, TORRE IV, NIVEL 6",11512064,admon1@vivaoperador.com,,2,1
476,VIVATOURS,"18 CALLE 24-69 Zona 10 EMPRESARIAL ZONA PRADERA, TORRE IV, NIVEL 6",51692800,admon1@vivaoperador.com,www.vivaoperador,2,1
477,VIVE TOURS,18 CALLE 0-13 Zona 25 COLONIA LLANO LARGO,64343545,vivetoursguatemala@outlook.com,,3,1
478,WAMASOL,6A. AVENIDA 6-91 Zona 9 OFICINA 01,97835084,info@wamasol.com,wamasol.com,7,1
479,WORLD CONNECTION,20 AVENIDA 13-50 Zona 7 KAMINAL JUYU,79081835,wconnection.sm@gmail.com,,1,1
480,WORLD TRAVEL GUATEMALA,"6TA. AVENIDA 0-60 Zona 4 TORRE PROFESIONAL 1, 9O. NIVEL, OF. 907",99968148,worldtravelguatemala@gcm-ca.com,,3,1
481,XIMENIKA TRAVEL,"3A. CALLE A 29-85 Zona 15 SAN LAZARO, CONDOMINIO LA SOLANA",76686195,rosematta@gmail.com,,1,1
482,YESHUA TRAVEL,2A. CALLE 37-86 Zona 7 RESIDENCIALES BOUGANVILIAS,23469842,yeshua@kawil.com.gt,,1,1
483,YOURGLOBALINX,"0 CALLE 20-58, ZONA 15, VISTA HERMOSA II",21342100,yourgloballinx@terra.com.gt,www.yourgloballinx.com,1,1
484,ZIVELSA,16 CALLE 14-50 Zona 10,95593971,,,3,1
485,AGENCIA DE TURISMO GLOBAL,7A CALLE 3-64 Zona 3 COLONIA EL ROSARIO,67834720,info@agetur.com.gt,www.agetur.com.gt,1,8
486,AGENCIA DE VIAJES AVE,"23 CALLE 14-28 Zona 4 CONDADO EL NARANJO EDIFICIO CRECE, TORRE 2",15873067,info@ave.com.gt,,2,8
487,AGENCIA DE VIAJES GAVIOTA TOURS,2 CALLE 4-28 ZONA 1 LOMAS DE PORTUGAL,95650997,gaviota_gte@yahoo.com,,3,8
488,AGENCIA DE VIAJES KADMIEL,14 CALLE 37-91 Zona 6 ALAMEDAS DE YUMAR,59032231,rhernandez@viajeskadmiel.com,,2,8
489,AGENCIA DE VIAJES LA MOCHILA NARANJA,"23 CALLE 14-58 Zona 4 CONDADO EL NARANJO, EDIFICIO CRECE, TORRE I, NIVEL 11, OFICINA 1104",39018715,lusvinlink@gmail.com,,2,8
490,AGENCIA DE VIAJES MARAZUL,"6 AVENIDA, BOULEVARD SUR, SECTOR C-1 22-55 Zona 8 CENTRO COMERCIAL PANORAMA EXPRESS",46131549,dbarrios@viajesmarazul.com,,3,8
491,AGENCIA DE VIAJES Y TRANSPORTES RAPIDOS DE SACLUC,"5 AVENIDA ""B"" 18-08, ZONA 5, COLONIA. 1º DE JULIO",14953280,,,1,8
492,"AGETUR GLAMPING, TOURS & EVENTS",7 CALLE 3-64 Zona 3 COLONIA EL ROSARIO,35964655,info@agetur.com.gt,www.agetur.com.gt,1,8
493,ANGANGA TOURS,"41 CALLE 6-14 Zona 8 VILLA CLUB EL DORADO, CIUDAD SAN CRISTOBAL,",92299667,info@angangatours.com,,3,8
494,ARRIBA GUATE AGENCIAS DE VIAJES,17 AVENIDA 2-49 Zona 6 COLONIA LAS BRISAS,93337086,info@arribaguate.com,www.arribaguate.com,1,8
495,AUTHENTIC GUATEMALA,4 CALLE A C-179 Zona 1 COLONIA LOMAS DE PORTUGAL,91804602,fabiosaenz@gmail.com,,1,8
496,AVENTOURS,4TA. AV. 5-52 Zona 8 COLONIA PANORAMA,85425018,ligia@aventours.com.gt,,1,8
497,AVENTURA VERTICAL GT,6 AV. 2-11 Zona 2 COLONIA EL TESORO,60259313,aventura.vertical.gt@gmail.com,,1,8
498,AVENTURIER TRAVEL,"3A CALLE 15-29 Zona 8 CENTRO COMERCIAL MORUMBI 2DO. NIVEL, LOCAL 13, SAN CRISTOBAL",38872355,claudia22gt@hotmail.com,,2,8
499,CENTRAL AMERICAN TRAVEL,"9 CALLE 28-81, ZONA 4, BOSQUES DE SAN NICOLAS",45515043,catravell@yahoo.com,,1,8
500,CENTRO DE RESERVACIONES Y AGENCIA DE VIAJES,8 AVENIDA 0-80 Zona 2 COLONIA EL TESORO,57247788,,,1,8
501,DECAMERON II,"KILOMETRO 13.8, CALZADA ROOSEVELT Zona 3 CENTRO COMERCIAL ESKALA",68088103,admin.gt@multivacacionesdecameron.com,www.multivacacionesdecameron.com,2,8
502,DESTINOSGUATE,"1 CALLE 9-22 Zona 8 SECTOR A-1 CONDOMINIO ARANJUEZ, SAN CRISTOBAL",47490976,ebarrientos@destinosguate.com,www.destinosguate.com,1,8
503,DISCOVERY TOURS,5A CALLE 0-43 Zona 8 COLONIA LOMA REAL,16131192,info@discoverytoursgt@gmail.com,www.facebook@discoverytoursgt,1,8
504,DOLPHIN'S TRAVEL,3A. AVENIDA 12-70 Zona 3 COLONIA EL ROSARIO,20840308,dolphintravel@hotmail.com,,7,8
505,ENJOY ADVENTOURS,1A. CALLE 6-34 Zona 2 SANTA RITA I,59232585,01enjoy@gmail.com,,3,8
506,ENRUTAXGUATE,7 AVENIDA 14-98 Zona 1 COLONIA NUEVA VIDA LO DE COY COLONIA NUEVA VIDA LO DE COY,68113521,info@enrutaxguate.com,www.enrutaxguate.com - fb: enrutaxguate,3,8
507,EXCURSIONES MARSANS,43 AVENIDA 0-22 Zona 2 COLONIA ALVARADO,18769403,infor@excursionesmarsans.com,www.escursionesmarsans.com,1,8
508,EXPEDICIONES RUMBO MAYA,7A. CALLE 18-70 Zona 4 SAN NICOLAS II,35692203,"info@rumbomayaguatemala.com, rumbomaya@gmail.com",fb: rumbomaya - tw: rumbo_maya,1,8
509,FLY AND DREAM SPORT,KM. 15 CARRETERA ROOSEVELT Zona 2 CONDOMINIO SUPER CENTRO MOLINO,12963231,a.mazariegos@flyanddreamgt.com,www.flyanddream.com,2,8
510,FULL TRAVEL,"5 CALLE ""A"" 20-10 CASA G8, ALTOS DEL ENCINAL II",95540764,alfonzo.sanchez@fulltravelgt.com,,1,8
511,FUTURAMA,"2A. CALLE 6-06, Z. 8, PANORAMA, CDAD. SAN CRIST.",86923985,,,2,8
512,G ADVENTURES,18 AVENIDA 3-60 Zona 8 SAN CRISTOBAL 2,58605353,info@gadventuresgt.com,instagram: gadventuresgt,2,8
513,GALERIA DE VIAJES,14 AVENIDA 17-81 Zona 4 DISTRIBODEGAS EL NARANJO,11001932,roberto.gt@galeriadeviajes.com,,2,8
